experiment,precision,recall,f1,roc_auc,pr_auc
logistic_no_balancing,0.5877912701017394,0.32617009652158074,0.4195361911454673,0.7246948577273906,0.5194684049823296
logistic_class_weight_balanced,0.3749675003899953,0.7879439082134402,0.5081270258843426,0.7249056857417634,0.5174098479107243
logistic_smotenc,0.36989932944050735,0.7775632853760699,0.5013150479053166,0.7075680482121265,0.4786029112214647
